Unit,Region,Station,Addr,Lat,Lon
內政部,桃園市,桃園市政府警察局桃園分局,330桃園市桃園區文中北路2號1樓,25.000547,121.299319
內政部,桃園市,桃園市政府警察局中壢分局,320桃園市中壢區延平路607號1樓,24.954006,121.222297
內政部,桃園市,桃園市政府警察局楊梅分局,326桃園市楊梅區中山路123號,24.906722,121.145819
內政部,桃園市,桃園市政府警察局楊梅分局新屋分駐所,327桃園市新屋區中山路241號,24.972725,121.106434
內政部,桃園市,桃園市政府警察局大園分局,337桃園市大園區中正西路13號,25.063343,121.195955
內政部,桃園市,桃園市政府警察局大園分局觀音分駐所,328桃園市觀音區中山路14號,25.036186,121.082272
內政部,桃園市,桃園市政府警察局大溪分局,335桃園市大溪區普濟路9號,24.88029,121.287263
內政部,桃園市,桃園市政府警察局大溪分局慈湖分駐所,335桃園市大溪區復興路一段1268號,24.839935,121.292946
內政部,桃園市,桃園市政府警察局大溪分局復興分駐所,335桃園市復興區澤仁村中正路2號,24.814185,121.350963
內政部,桃園市,桃園市政府警察局平鎮分局,324桃園市平鎮區中庸路123號,24.913269,121.207287
內政部,桃園市,桃園市政府警察局龜山分局,333桃園市龜山區自強南路123號,24.99146,121.338131
內政部,桃園市,桃園市政府警察局八德分局,334桃園市八德區興豐路1216號,24.938364,121.308538
內政部,桃園市,桃園市政府警察局龍潭分局,325桃園市龍潭區凌雲村干城路21號,24.868712,121.207389
內政部,桃園市,桃園市政府警察局蘆竹分局,338桃園市蘆竹區南崁路175巷10-2號,25.04736,121.293341
內政部,南投縣,南投縣政府警察局,558南投縣南投市南崗二路133號,23.909693,120.678914
內政部,南投縣,南投縣政府警察局草屯分局,542南投縣草屯鎮中正路571號,23.979053,120.694651
內政部,南投縣,南投縣政府警察局中興分局,540南投縣南投市光華里光華路115號,23.950363,120.693546
內政部,南投縣,南投縣政府警察局仁愛分局,546南投縣仁愛鄉大同村仁和路87號,24.023363,121.132538
內政部,南投縣,南投縣政府警察局埔里分局,545南投縣埔里鎮中山路二段235號,23.966775,120.96953
內政部,南投縣,南投縣政府警察局集集分局,552南投縣集集鎮民生路63號,23.826969,120.784827
內政部,南投縣,南投縣政府警察局信義分局,556南投縣信義鄉明德村玉山路49號,23.697217,120.854215
